COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
21245,,Ferreira-Filho JCC,Julio Cesar Campos Ferreira Filho,PI0841
17097,,Carvalhal JCA,JULIO CESAR DE AZEVEDO CARVALHAL,PN0340
6006,,Joly JC,Julio Cesar Joly,"FC026, PI0632, PN0282, PN0288, PN0293, PN0295, PN0296, PN0310, PN0615, PN1852, PN1860"
28175,,Sawada JCL,Julio Cesar Lara Sawada,PN0297
8101,,Souza JCM,Júlio César Matias de Souza,"PI0323, PI0326, PI0479, PN0299, PN1857, PN1867"
24458,,Queiroz JC,Júlio César Queiroz,"PN0259, PN0263"
28392,,Lima JLO,Júlio Leonardo Oliveira Lima,AO0151
24209,,Luz JN,Júlio Nogueira Luz,"PI0262, PN0490"
29400,,Moraes JCC,Julius Cezar Coelho Moraes,"PI0223, PI0228, PI0831"
27423,,Fonseca JO,Julliana Oliveira Da Fonseca,"PN0574, PN0581"
24210,,Lima JAS,Jully Anne Soares de Lima,PN1160
28221,,Dezanetti JMP,Jullyana Mayara Preizner Dezanetti,PI0667
18075,,Oliveira JA,Julyana de Araújo Oliveira,"PI0011, PN0636"
24402,,Silva JDS,Julyana Dumas Santos Silva,PN1176
28313,,Sousa JM,Julyana Moraes Sousa,PI0592
21255,,Farias JFG,Julyanna Filgueiras Gonçalves de Farias,PN0259
29069,,Kim JH,Jun Ho Kim,PN0577
29142,,Santos JSJ,Juneíse sousa Januário Santos,PN1496
1194,,Serra-Negra JMC,Júnia Maria Cheib Serra-Negra,"PI0745, PN0718, PN1221, PN1393, PN1401, PN1685"
25187,,Goettems JJ,Júnior José Goettems,PI0669
27925,,Pereira-Filho JN,Jurandi Nery Pereira Filho,PI0839
1275,,Barbosa JA,jurandir antonio barbosa,"PN0711, PN0959, PN0965"
17047,,Fonseca JFB,jussara de fatima barbosa fonseca,"PN1351, PN1362"
12672,,Bernardon JK,Jussara K Bernardon,"AO0178, PN0468, PN0469"
21788,,Pereira JM,Jussara Machado Pereira,PI0788
24639,,Gonçalves JM,Jussara Maria Gonçalves,PN1442
15236,,Duque JA,Jussaro Alves Duque,AO0066
26904,,Castilhos JS,Jussimar Scheffer Castilhos,"PN0683, PN1642"
15628,,Veiga KA,Kadyja Assis Veiga,"PI0295, PI0588"
19232,,Soldati KR,Kahena Rodrigues Soldati,PN1786
27641,,Camporês KL,Kaíke Lessa Camporês,PI0261
28901,,Nóbrega KHS,Kaio Heide Sampaio Nóbrega,"PI0241, PI0787"
29163,,Costa KLG,Kaio leno gomes da costa,PI0797
17238,,Dias KR,Kairon Ribeiro Dias,"PI0593, PN1656"
27262,,Queiroz KT,Kaliandra Torres de Queiroz,PI0893
25593,,Romeiro K,Kaline Romeiro,"PN0367, PN1587"
10291,,Castro KS,Kaline Silva Castro,"AO0042, AO0048"
21205,,Antunes KT,Kaline Thumé Antunes,"PN0691, PN0696"
25058,,Queiroz KES,Kallyne Emilaine Silva de Queiroz,"PI0392, PI0842"
16829,,Cristino KCG,Kamila de Campos Godoy Cristino,PI0301
22136,,Pereira KF,Kamila de Figueiredo Pereira,"PN0436, PN0477, PN1043, PN1132"
12310,,Andrade KMG,Kamila Menezes Guedes de Andrade,PN0118
14666,,Graciano KPP,Kamila Prado Pereira Graciano,PN0256
3359,,Kantovitz KR,Kamila Rosamilia Kantovitz,"PN1671, PN1688, PN1689, PN1699, PN1702, PN1709, PN1715"
4537,,Maciel KF,Kamilla Faria Maciel,"PN0090, PN0351, PN1599"
29089,,Sousa KF,Kamilla Ferreira de Sousa,PI0439
23710,,Campos KJSR,Kamilla Julia Spercazechi Ramalho de Campos,"PI0083, PI0236"
27601,,Sangalli KL,Kamilla Leonardo Sangalli,PN0716
29259,,Paula KP,Kamilla Picanço de Paula,PN1337
24846,,Sampaio KRA,kammila regina auxiliadora sampaio,PI0636
28772,,Albuquerque KB,kamylla bueno de albuquerque,PN0858
28339,,Silva KYS,KAMYLLA YOLANDA DE SOUZA E SILVA,"PI0122, PN1134"
28792,,Falcão KM,Kandice de Melo Falcão,PN0275
25229,,Chemin K,Kaprice Chemin,PN0492
100,,Ortega KL,Karem López Ortega,"PI0687, PN1415"
1598,,Fernandes KBP,Karen Barros Parron Fernandes,PN0220
5334,,Cherubini K,Karen Cherubini,"PI0213, PN1449, PN1450"
29254,,Higa KC,Karen Cristiane Higa,AO0084
26105,,Perdigão KCA,Karen Cristina Archangelo Perdigão,"PN0449, PN0833"
1909,,Yui KCK,KAREN CRISTINA KAZUE YUI,"AO0082, PN0475, PN0740, PN0814"
27731,,Lopes KN,Karen do Nascimento Lopes,PI0043
12977,,Peres KGA,Karen Glazer de Anselmo Peres,AO0050
14530,,Pinke KH,Karen Henriette Pinke,AO0103
28464,,Gomes KKO,Karen Konannick Oliveira Gomes,PI0884
28088,,Santos KL,Karen Lima dos Santos,"PI0136, PI0849, PN1013"
29028,,Nakasato KL,Karen Lumi Nakasato,PI0008
25168,,Fernandes KM,Karen Martínez Fernandes,PI0452
28165,,Miyamoto KM,Karen Mayumi Miyamoto,PI0429
14836,,Ramalho KM,Karen Müller Ramalho,"PN1686, COL012"
27442,,Nicolodi K,Karen Nicolodi,"PI0469, PI0738"
25341,,Pintado-Palomino K,Karen Pintado-Palomino,PI0869
29722,,Hiraki KRN,Karen Renata Nakamura Hiraki,PN0936
24392,,Seehaber KA,Karin Astrid Seehaber,PN0221
21315,,Tomazelli KB,Karin Berria Tomazelli,PN0004
10407,,Modena KCS,Karin Cristina da Silva Modena,"PI0577, PI0735, PI0876, PN0164, PN0773"
27515,,Bedoya KGA,karin gisel apaza bedoya,PN1542
3323,,Neppelenbroek KH,Karin Hermana Neppelenbroek,"PI0166, PN0213, PN0858, PN0863, PN1154"
21489,,Landmayer K,Karin Landmayer,"PI0879, PN0149"
2875,,Sarracini KLM,Karin Luciana Migliato Sarracini,PN1230
1121,,Fernandes KS,Karin Sá Fernandes,"AO0108, PN0585"
26825,,Cunha KSG,Karin Soares Gonçalves Cunha,PN1447
27649,,Carvalho KA,Karina Andrade Carvalho,PI0673
671,,Olivieri KAN,Karina Andrea Novaes Olivieri,"PN0127, PN0516, PN0853, PN1142"
28301,,Cesca K,Karina Cesca,PN0299
10343,,Cogo-Müller K,Karina Cogo-Müller,"PI0232, PI0416, PN0390, PN1089"
24292,,Vilella KD,Karina Duarte Vilella,"PI0091, PN1507"
28759,,Rodrigues KEA,Karina Érica Araújo Rodrigues,PI0831
28872,,Rizzardi KF,Karina Ferreira Rizzardi,PO014
2134,,Prado KFB,Karina Fittipaldi Bombonato Prado,"PI0351, PI0501, PN1537"
18852,,Carneiro KGK,Karina Gama Kato Carneiro,"PI0116, PN0428"
27864,,Gennari K,Karina Gennari,PN0193
28840,,Silva KG,Karina Gomes da Silva,PI0756
5988,,Ruiz KGS,Karina Gonzales Silvério Ruiz,"AO0028, AO0030, PN0893, PN0898, PN1189, PN1200, PN1466"
11348,,Zecchin KG,Karina Gottardello Zecchin,FC021
24456,,Sousa KG,KARINA GUEDES DE SOUSA,PN1682
6335,,Turcio KHL,Karina Helga Leal Turcio,"PI0019, PI0778, PN0460, PN0526"
5979,,Devito KL,Karina Lopes Devito,"PN0011, PN0552, PN1749"
25589,,Pires KM,Karina Maria Pires,PI0725
12914,,Freitas KMS,Karina Maria Salvatore de Freitas,"AO0007, PN1037"
16222,,Pontes KMF,Karina Matthes de Freitas Pontes,"PI0128, PI0173, PI0410, PI0621, PI0773, PN0842, PN1862"
29786,,Silva KRN,KARINA RODRIGUES NERES SILVA,PI0497
29383,,Rodriguez K,KARINA RODRIGUEZ,PN0782
25108,,Caiaffa KS,Karina Sampaio Caiaffa,"PI0448, PI0587, PN0392"
9619,,Mundstock KS,Karina Santos Mundstock,PN0707
5868,,Villalpando KT,Karina Teixeira Villalpando,PI0108
529,,Santos KT,Karina Tonini dos Santos,"PN0927, PN1242, PN1810"
21558,,Pomini KT,Karina Torres Pomini,PI0001
11022,,Pimentel KA,Karine Almeida Pimentel,PN0990
22694,,Vecchia KBD,KARINE BATTESTIN DALLA VECCHIA,"PI0422, PN0438"
27988,,Frank KC,Karine Carli Frank,"PI0689, PI0836"
24633,,Silva KCBL,KARINE CÁSSIA BATISTA LÚCIO E SILVA,"PN1445, PN1769"
2491,,Cortellazzi KL,Karine Laura Cortellazzi,"PO009, PO010"
29595,,Fagundes KR,Karine Rebelo Fagundes,PI0592
17970,,Tavano KTA,karine tais aguiar tavano,"PN0387, PN0534, PN0749"
8230,,Soares KA,Karinn de Araújo Soares,FC012
28170,,Trevisan K,Karissa Trevisan,"PI0474, PI0477"
27610,,Silva KC,Kárita Cristina Silva,"PI0065, PI0520"
1680,,Fontes KBFC,Karla Bianca Fernandes da Costa Fontes,"PN1012, PN1267"
7053,,Vasconcelos KF,Karla de Faria Vasconcelos,"PN1743, PN1760"
26752,,Gomes KGF,Karla Gisele Ferreira Gomes,"PN0443, PN1277"
29353,,Borges KGT,Karla Gomes Tiago Borges,"PI0639, PI0732"
24545,,Penha KJS,KARLA JANILEE DE SOUZA PENHA,PN1130
25840,,Leite KLF,Karla Lorene de França Leite,"PI0204, PI0317, PI0661"
18835,,Almeida-Coburn KL,Karla Loureiro Almeida-Coburn,PN0941
25963,,Miyahira KM,karla Magnan Miyahira,"PI0892, PI0902"
3976,,Rezende KMPC,Karla Mayra Pinto e Carvalho Rezende,PN1409
17538,,Teixeira KN,karla Nunes Teixeira,PN0154
12783,,Rovaris K,Karla Rovaris,"PN0267, PN0568, PN1206, PN1741, PN1743"
29129,,Rezende KTHM,Karla Tatiana Henrique Melo Rezende,PI0048
9115,,Zancopé K,Karla Zancopé,"PN0862, PN1525"
6405,,Kantorski KZ,Karla Zanini Kantorski,"PN0882, PN1435, PN1624"
25815,,Nunes KEB,Karlos Eduardo Barbosa Nunes,"PI0214, PI0702, PN1831"
26436,,Martins KO,Karol de Oliveira Martins,"PI0125, PN1647"
27701,,Bischoff KF,Karolina Frick Bischoff,"PI0188, PI0346"
27518,,Magalhães KM,Karoline de Melo Magalhães,PI0613
27516,,Silva K,Karoline Silva,PI0325
28549,,Pereira KAN,Karoliny Adib Nafi Pereira,PN1037
25819,,Viana KA,Karolline Alves Viana,"AO0013, PI0449"
3227,,Pereira KMA,Karuza Maria Alves Pereira,PN1767
11487,,Menezes KM,Karyna de Melo Menezes,"PI0320, PN0869"
18309,,Moura KDR,Kassia Dianny Ramos de Moura,"PI0087, PI0237, PI0249, PI0541, PI0694, PI0848, PI0857"
28488,,Rabelo KA,Katharina Alves Rabelo,"PN0263, PN0268"
27782,,Santos KM,Katheleen Miranda dos Santos,PN0630
1609,,Semencio KAP,KATHYA APARECIDA PALATIM SEMENCIO,PN1458
24053,,Keine KC,Katia Cristina Keine,"PN0036, PN0037, PN0350, PN0357"
27486,,Vergilio KLT,katia lumi tanikawa vergilio,PN0069
28721,,Gerhardt KMF,Katia Maria Fonseca Gerhardt,PI0276
28198,,Heiden KR,KATIA REGINA HEIDEN,PN0567
1557,,Dias KRHC,Kátia Regina Hostilio Cervantes Dias,"AO0047, PN0466, PN1083, PN1510"
29164,,Azevedo KRV,katia regina vaz de azevedo,PN0371
25367,,Tavares KRS,katia Roberta da Silva tavares,"PI0073, PN1485"
2849,,Reis KR,Kátia Rodrigues Reis,"PN0198, PN0199, PN1119, PN1138"
11584,,Santos KSA,Katia Simone Alves Dos Santos,"PI0345, PI0495"
28537,,Carmo KC,katiane Costa do Carmo,PN0592
28602,,Leite KVM,Katiane Vieira Menezes Leite,"PI0592, PI0744"
28989,,Gonçalves KF,KATIÉLI FAGUNDES GONÇALVES,PN1807
28647,,Martinelli KG,Katrini Guidolini Martinelli,PN1810
22577,,Asfora KK,Kattyenne Kabbaz Asfora,PN1511
29385,,Segovia K,KATYA SEGOVIA,PN0782
27338,,Silva KJ,Kauan de Jesus Silva,HA008
27856,,Oliveira KV,Kauhanna Vianna de Oliveira,"PN0065, PN0356"
27919,,Machado KM,Kecyanne Malheiros Machado,"PI0401, PI0544"
25099,,Sartori KS,Kedman Suelen Sartori,PI0835
26874,,Krishnan K,Keerthana Krishnan,AO0091
29088,,Calado KAA,KEIKO ARAMAKI ABREU CALADO,"PO001, PI0497, PI0543, PI0901, PN0255"
11466,,Sakugawa KO,Keiko Oliveira Sakugawa,PN1810
17447,,Moura KA,Keila Amador de Moura,PN0841
5961,,Lucena KCR,Keila Cristina Raposo Lucena,PI0838
26565,,Pereira KCR,keila Cristina Rausch Pereira,"PI0896, PN0987"
20524,,Franceschini KA,Keila de Almeida Franceschini,PN1577
27961,,Brito KIC,Keila Ilse Cangussu Brito,PI0782
24579,,Oliveira KSA,Keila Surama Alves de oliveira,PN0372
22509,,Machado KC,Keilla Couto Machado,PI0135
29711,,Silva KTS,Kelen Thalita Soldi da Silva,PN1238
13009,,Victorino KR,Keli Regina Victorino,"PN0036, PN0037, PN0062, PN0169, PN0357"
5618,,Chiqueto K,Kelly Chiqueto,"PI0301, PN0953, PN0979, PN0995, PN1370, PN1666"
24532,,Vecchia KCD,Kelly Cristina Dalla Vecchia,"PI0249, PI0541"
27543,,Benelli KRG,Kelly da Rocha Gomes Benelli,PN1238
24497,,Viana KB,KELLY DE BRITO VIANA,PN1427
23335,,Vilhena KFB,KELLY FERNANDA BARBOSA VILHENA,"PN1112, PN1785"
9009,,Galisteu-Luiz K,Kelly Galisteu-Luiz,PN1348
25545,,Scudine KGO,Kelly Guedes de Oliveira Scudine,PN1346
21105,,Aida KL,Kelly Limi Aida,PN1614
14417,,Andrade KM,Kelly Machado de Andrade,"AO0194, AO0206"
4889,,Moreira KMS,Kelly Maria Silva Moreira,"PN1699, PN1709"
2354,,Jorge KO,Kelly Oliva Jorge,PO002
11710,,Micheletti KR,Kelly Regina Micheletti,"PN1412, PN1639, PN1703"
29321,,Villafuerte KRV,Kelly rocio vargas villafuerte,"PN0571, PN1800"
9778,,Campos K,Kelma Campos,FC022
25043,,Gurgel KF,Kelvin de França Gurgel,"PI0621, PI0773, PN0842, PN1103"
7408,,Bruno KF,Kely Firmino Bruno,PN0336
21282,,Belato KK,Kely Karina Belato,"PI0807, PN1609"
29600,,Nabbout KO,Kemilly de Oliveira Nabbout,PN0862
849,,Lima KC,Kenio Costa Lima,"PI0404, PI0468, PI0512, PI0556, PI0810, PI0846, PN0903, PN0904"
23276,,Gollob KJ,Kenneth John Gollob,"PN0381, PN1482"
21427,,Viola KS,kennia Scapin Viola,PN0355
22211,,Basso KCFJ,KEREN CRISTINA FAGUNDES JORDÃO BASSO,"PN0169, PN0357"
21949,,Dums K,Kerstin Dums,"PN0703, PN0706"
22032,,Marques KLS,Késia Lara dos Santos Marques,PN0013
19500,,Silva KS,késsia Santos Silva,PI0228
28971,,Rodrigues KKT,Kethelyn Keroline Telinski Rodrigues,PN1236
20442,,Barbosa KGN,Kevan Guilherme Nóbrega Barbosa,PI0397
21999,,Hall KB,Kevin Bruce Hall,AO0002
4043,,Pereira KFS,Key Fabiano Souza Pereira,PN0353
27884,,Faker K,Khawana Faker,PI0899
29418,,Vieira KLA,Kleriston Lincoln de Almeida Vieira,PI0011
26925,,Amorim KS,Klinger de Souza Amorim,PN1306
10832,,Felizardo KR,KLISSIA ROMERO FELIZARDO,PN0835
28406,,Kostov KG,Konstantin Georgiev Kostov,PN0096
25625,,Prezotti KM,kristiane Machado Prezotti,PN0042
3746,,Fernandes KPS,Kristianne Porta Santos Fernandes,"PN0258, PN0262, PN0881"
29009,,Sakane KK,Kumiko Koibuchi Sakane,PN0547
4247,,Faltin-Junior K,Kurt Faltin-Junior,"PN0660, PN0667"
18623,,Melo LA,Laércio Almeida de Melo,PI0556
24197,,Fagundes LO,Laerte Ohse Fagundes,PN0808
6022,,Nogueira-Junior L,Lafayette Nogueira Junior,"PN0482, PN1526"
27758,H1,Silva LP,Laiana Pereira da Silva,PI0022
13093,,Freire LG,Laila Gonzales Freire,"PN1292, PN1587"
22856,,Vochikovski L,Laína Vochikovski,PN0168
27619,,Raguze LA,Laís Algayer Raguze,PI0425
29023,,Guimarães LB,Laís Bastos Guimarães,PI0364
24389,,Dallarmi LB,Lais Bueno Dallarmi,"PI0065, PI0520"
28367,H1,Lima LC,Laís Caroline de Lima,PI0572
22175,,Poleto LC,Laís Caroline Poleto,"PN1004, COL005"
17989,,Vasconcelos LC,LAÍS CÉSAR DE VASCONCELOS,PN0573
13323,,Prado LC,Lais Cunha Prado,PN0346
25092,,Santos LST,Laís da Silveira Terra Santos,PN1041
28210,,Ev LD,Laís Daniela Ev,AO0101
23207,,Ribas LFF,LAIS FERNANDA FONSECA RIBAS,PI0739
24865,,Rios LF,Laís Ferreira Rios,"PI0473, PI0623, PI0772"
22719,,Fichina L,Lais Fichina,PN0583
28334,,Dutra LG,Laís Gonçalves Dutra,PI0064
29231,,Carvalho LGA,Lais Guedes Alcoforado de Carvalho,PI0274
24867,H1,Cardoso LM,Lais Medeiros Cardoso,"AO0122, PI0234, PI0678"
27425,H2,Silva LP,Lais Pavan Silva,PI0909
27963,,Schliebe LRSO,Lais Rani sales Oliveira Schliebe,PN0457
7834,,Silva-Concilio LR,Laís Regiane da Silva-Concilio,PN0414
23306,,Arias LS,Laís Salomão Arias,"FC017, PN0072, COL004"
12378,,Magri LV,Laís Valencise Magri,PN0861
28171,,Faria LV,Laís Veiga Faria,PN0870
1923,,Laxe LAC,Laísa Araujo Cortines Laxe,PN0132
23056,,Gondim LD,Laísa Daniel Gondim,PI0165
27870,,Ferrony LA,Laíse de Azevedo Ferrony,PI0856
22533,,Lima LNC,LAÍSE NASCIMENTO CORREIA LIMA,"PI0543, PN0255"
29239,H1,Santos LC,Laiza do Carmo Santos,PI0624
3277,,Fais LMG,Laiza Maria Grassi Fais,"PI0776, PN0595, PN0597, PN1145, PN1150"
27794,H1,Dantas LR,Laíza Rocha Dantas,"PI0145, PI0288, PI0903"
5590,,Poskus LT,Laiza Tatiana Poskus,"PI0875, PN1092"
25038,,Pires LR,Laize Rosa Pires,PI0216
23129,,Pinto LCD,Lara Carolina D´Araújo Pinto,"AO0116, PI0521, PN1420"
25744,,Cervantes LCC,Lara Cristina Cunha Cervantes,AO0166
27523,,Cândido-Soares LE,Lara Eunice Cândido-Soares,PN0248
15938,,Atalla LGAM,Lara Gouvea Almeida Martins Atalla,PN0478
3663,,Motta LJ,Lara Jansiski Motta,PN1655
28369,,Guimarães LK,Lara K. Guimarães,"PN0708, PN1513, PN1645, PN1809"
21676,,Herrera LM,Lara Maria Herrera,"PI0709, PN0911"
25793,,Moreno LMM,Lara Marques Magalhaes Moreno,PN1547
28267,,Macedo LS,Lara Severino Macedo,"PI0616, PN1069"
27508,,Yamashita LR,Laressa Rarumy Yamashita,PI0226
20962,,Lira LF,LARINE FERREIRA LIRA,"PI0041, PN0316"
29504,,De-lima-E-souza LA,Larissa Alves de-Lima-e-Souza,"PI0063, PI0868"
3605,,Ayres L,Larissa Ayres,PN0516
29679,,Arruda LB,Larissa Baldo Arruda,"PN1671, PN1715"
27674,,Pinheiro LCR,Larissa Campos Rodrigues Pinheiro,PN0905
28102,,Candeo LC,Larissa Carbonera Candeo,"PN0258, PN0575"
28344,H2,Santos LC,LARISSA CARCAVALLI SANTOS,PN0718
28832,,Rodrigues LC,Larissa Carla Rodrigues,"PN1371, PN1379"
16239,,Daniel LC,Larissa Carnevale Daniel,"PN0078, PN0081"
13429,,Trojan-Serpe LC,Larissa Carvalho Trojan-Serpe,PN1356
15621,,Monteiro LC,Larissa Cavalcanti Monteiro,"PI0054, PN1768, PN1770"
21118,,Fernandes LCC,Larissa Chaves Cardoso Fernandes,"PI0011, PN0636"
21625,,Lima LCM,larissa chaves morais de lima,PI0084
21421,,Pinto LCC,Larissa Christina Costa Pinto,"PN0077, PN1617"
28335,,Vinha LC,Larissa Coelho Vinha,"PI0727, PN0413"
22971,,Cavalcante LC,Larissa Cordeiro Cavalcante,"PI0114, PN1245"
28941,,Oliveira LS,Larissa da Silva Oliveira,"PI0206, PI0322"
18375,,Alexandrino LD,Larissa Dias Alexandrino,"PI0334, PN1114"
16230,,Driemeier L,Larissa Driemeier,PN0846
28454,,Silva LFA,Larissa Faria Andrade e Silva,PI0027
16255,,Pottmaier LF,Larissa Fernanda Pottmaier,"PN0139, PN0801"
25843,,Camargo LG,Larissa Georgia Camargo,PI0803
14636,,Oliveira LK,larissa kattiney de oliveira,PI0615
6132,,Cavalcante LM,Larissa Maria Cavalcante,PI0125
27259,,Costa LM,Larissa Martins Costa,PI0278
593,,Castro-Raucci LMS,Larissa Moreira Spinola de Castro-Raucci,PI0763
25267,,Müller L,Larissa Müller,PN0217
22412,,Miotto LN,Larissa Natiele Miotto,"PN0597, PN1145"
28807,H2,Oliveira LP,Larissa Paulino de Oliveira,PI0307
26215,,Melo LPL,Larissa Pereira Lagos de Melo,PN1742
8335,,Chaves LP,Larissa Pinceli Chaves,"PI0577, PN0491"
19652,,Peixoto LR,Larissa Rangel Peixoto,"PN0743, PN1612, PN1616"
29592,,Freitas LRN,LARISSA RENATHA NERES DE FREITAS,PN1426
22887,,Silva LRA,Larissa Rodrigues Apolinário da Silva,PI0808
12913,,Rodriguez LS,Larissa Santana Rodriguez,"AO0197, AO0198, PN0522, PN0830"
29138,,Silva LSN,Larissa Sartori Nogueira da Silva,PN1619
8447,,Araujo LSN,Larissa Sgarbosa Napoleão de Araujo,"PN0752, PN1128"
29071,,Souza LS,Larissa Silva Souza,PI0216
21302,,Rodrigues LST,Larissa Silva Toledo Rodrigues,PN0388
11001,,Fragoso LSM,Larissa Silveira de Mendonça Fragoso,PN0465
11983,,Vilanova LSR,Larissa Soares Reis Vilanova,"PN1143, PN1155"
27909,,Soligo LT,Larissa Taís Soligo,PN1564
25055,,Almeida LT,Larissa Torres de Almeida,"PN1278, PN1591"
29457,,Zarjitsky L,Larissa Zarjitsky,PI0570
27863,,Abagaro LF,Larisse Filgueira Abagaro,PN0661
29363,,Castro LNO,Larisse Nunes de Oliveira de Castro,PI0093
21224,,Rodrigues LV,Larycia Vicente Rodrigues,"PI0841, PN1237"
22842,,Pereira LL,LAUDENICE DE LUCENA PEREIRA,PI0668
24238,,Dantas LV,Laudiene Vasconcelos Dantas,PI0865
29045,,Oliveira LA,Laudimar Alves de Oliveira,PN0822
27505,,Batista LAD,Laura Aparecida Dorileo Batista,PI0538
22355,,Meirelles LCF,Laura Célia Fernandes Meirelles,"PI0692, PN0048, PN0500"
28145,,Maior LFS,LAURA DE FÁTIMA SOUTO MAIOR,"PI0054, PN0094, PN0399, PN0408, PN1304"
29318,,Freitas LG,Laura Garcia de Freitas,"PI0090, PN1668"
14923,,Domingues LG,Laura Gomes Domingues,PI0273
1159,,Primo LG,Laura Guimarães Primo,"AO0015, PN1035, PN1333, PN1337"
27110,,Cabreira LJ,Laura Julianelli Cabreira,PN0045
28555,,Oliveira LMC,Laura Maria Cordeiro de Oliveira,"PI0085, PI0472"
21756,,Costa LMAS,laura maria de amorim santana costa,"PI0571, PN0811"
28616,,Otero LM,Laura Meireles Otero,PN0982
25004,,Figueiredo LM,LAURA MELLO FIGUEIREDO,PN0999
21450,,Franco LM,Laura Molinar Franco,"PI0265, PN1125"
24763,,Ferraz LN,Laura Nobre Ferraz,PN0821
24590,,Fernandes LP,Laura Pasqualotto Fernandes,PN0943
12442,,Ramírez-Sotelo LR,Laura Ricardina Ramírez-Sotelo,PN0249
26076,,Nunes LS,Laura Smidt Nunes,"PN0189, PN0896, PN1046"
10241,,Lepesqueur LSS,Laura Soares Souto Lepesqueur,PN0482
28632,,Hoffmann LT,laura teixeira hoffmann,PI0561
19216,,Bohner LOL,Lauren Oliveira Lima Bohner,PN0855
25132,,Belizario LG,LAURIÊ GARCIA BELIZARIO,"PN0036, PN0037, PN0062, PN0357"
21355,,Borelli-Neto L,Laurindo Borelli-Neto,AO0169
28619,,Padilha LA,Lauryellen Aparecida Padilha,PN1780
29099,,Sharma LA,Lavanya Ajay Sharma,HA009
5678,,Lopes LG,Lawrence Gonzaga Lopes,"PI0711, PI0732, PN0742"
22536,,Vasconcelos LRSM,Layla Reginna Silva Munhoz de Vasconcelos,"FC004, PN1557"
18274,,Lima LMS,LAYNNA MARINA SANTOS LIMA,AO0021
28047,,Rezende LGP,Layra Gabriella Pereira de Rezende,PN0014
28436,,Biff LL,Layra Lhais Biff,PN1149
25082,,Gomes LN,Lays Nóbrega Gomes,"PI0395, PN1223"
28068,,Cavalcanti LC,Laysa Cordeiro Cavalcanti,PI0084
13776,,Yoshioka L,Laysa Yoshioka,"PN1088, PN1708, PN1720"
27394,,Martins LJO,Lázara Joyce Oliveira Martins,PN0277
24670,,Leite LAO,Lázaro Alves Oliveira Leite,"PI0405, PI0713"
4432,,Silva LAB,Léa Assed Bezerra da Silva,PN0361
28192,,Azevedo LM,Leandra Matos Azevedo,"PI0292, PI0902"
3077,,Fernandes LA,Leandro Araújo Fernandes,"PO011, PI0847, PN0868, PN0883, PN0902"
29422,,Reichert LA,Leandro Azambuja Reichert,PN1238
16158,,Osorio LB,Leandro Berni Osorio,PN0982
21461,H1,Araújo LB,Leandro Borges de Araújo,PN0341
22674,,Camargo LB,Leandro Bueno de Camargo,PN1601
27290,,Reinhardt LC,Leandro Calcagno Reinhardt,PN1433
11534,,Chambrone L,Leandro Chambrone,PN0258
4461,,Holgado LA,Leandro de Andrade Holgado,PI0631
29340,,Pernambuco LA,Leandro de Araújo Pernambuco,"PI0404, PI0468"
6221,,Macedo LD,Leandro Dorigan de Macedo,PN1740
5636,,Klüppel LE,Leandro Eduardo Klüppel,PN1863
28434,,Silva LH,Leandro Henrique da Silva,PN1406
26399,,Oliveira LM,Leandro Machado Oliveira,PI0445
1827,,Resende LM,Leandro Marques de Resende,PI0794
11340,H1,Pereira LM,Leandro Maruki Pereira,PN0862
28401,,Resende LMS,Leandro Miranda Silva De Resende,PN0226
13635,,Buzatta LN,Leandro Nicolao Buzatta,PN1356
3191,,Soares LP,Leandro Passos Soares,PN0132
25050,,Santis LR,Leandro Ruivo de Santis,"AO0139, PI0022, PI0781, PN0279, PN0303, PN1838"
1153,,Marques LS,Leandro Silva Marques,"AO0014, PI0436, PI0446, PN0382, PN1029, PN1646, PN1679, PN1685, PN1690, PN1711"
948,,Pinto LP,Leão Pereira Pinto,"PN0570, PN0580, PN1771"
28038,,Damascena LCL,LECIDAMIA CRISTINA LEITE DAMASCENA,PI0841
29869,,Custodio LMP,leda marques pena custodio,PN1268
1119,,Vieira LQ,Leda Quercia Vieira,"AO0179, PN0090, PN0351, PN1599"
17976,,Mourao LCS,Leila Cristina dos Santos Mourao,PN1196
9740,,Hanna LMO,Leila Maués Oliveira Hanna,"PI0524, PN0652"
12960,,Murad L,Leila Murad,PN1346
8348,,Coimbra LS,Leila Santana Coimbra,PN1487
6643,,Ferreira LS,Leila Soares Ferreira,AO0068
29248,,Sousa LB,Leilane Bentes de Sousa,PI0729
29190,,Quaresma LCA,Leilayne Chaves Araujo Quaresma,PN0884
1825,,Firoozmand LM,Leily Macedo Firoozmand,"PI0574, PN0101, PN1080, PN1130, PN1139"
2118,,Souza LB,Lélia Batista De Souza,"PN0545, PN0570, PN0580, PN1417, PN1429, PN1725"
419,,Queiroz LMG,LÉLIA MARIA GUEDES QUEIROZ,PN1422
22836,,Nícoli LG,Lélis Gustavo Nícoli,PN0607
2477,,Neves LS,Leniana Santos Neves,"PI0301, PN0953, PN0979, PN0995, PN1370, PN1666"
28465,,Campelo LN,Lenita de Nobre Campelo,PN1793
14497,,Lopes LM,Lenita Marangoni Lopes,"PN1665, PN1718"
27558,,Morais LA,Leonardo Antonio de Morais,PI0795
28662,,Balancin LA,Leonardo Augusto Balancin,PI0802
