COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
24215,,Müller RR,Rachel Romanowski Müller,"PN0167, PN0177, PN0187, PN0476"
28164,,Araujo RMP,Rachelle Maria Patricio Araujo,"PI0264, PI0549"
28457,,Zyskowski RF,Racquel Francyne Zyskowski,"PI0123, PN0183"
29338,,Ferreira RMS,Radharani de Melo Serafim Ferreira,PN1846
25670,,Souza RCL,Rae Cristian Lanza de Souza,PI0131
24917,,Bomfim RA,Rafael Aiello Bomfim,PO012
28309,,Camargo RA,Rafael Alves de Camargo,PN0301
28438,,Martins RA,Rafael Amorim Martins,PN1019
22252,,Araújo R,Rafael Araújo,"PN0002, PN0012, PN0671"
14155,,Nunes RAC,rafael avellar de carvalho nunes,PN0125
10286,,Junqueira RB,Rafael Binato Junqueira,PI0724
28188,,Lorencet RB,Rafael Boaretto Lorencet,PI0430
20923,,Hartmann RC,Rafael Chies Hartmann,PN1264
25338,,Caetano RS,Rafael da Silva Caetano,"PI0315, PI0457, PI0680"
18810,,Werneck RD,Rafael Dario Werneck,"PI0475, PI0617"
29117,,Cançado RF,Rafael de Freitas Cançado,PI0243
180,,Pedro RL,Rafael de Lima Pedro,PN1376
2610,,De-mello-E-oliveira R,Rafael de-Mello-e-Oliveira,PN1859
23993,,Ribeiro RC,RAFAEL DO CARMO RIBEIRO,PI0816
27755,,Cruz RE,Rafael Evaristo da Cruz,PN0320
16813,,Cordeiro RF,Rafael Fernandes Cordeiro,PN0632
25888,H3,Silva RF,Rafael Figueiredo da Silva,PN0884
3460,,Mondelli RFL,RAFAEL FRANCISCO LIA MONDELLI,"PN0142, PN0151, PN0441"
6472,,Ditterich RG,Rafael Gomes Ditterich,PN1227
126,,Lund RG,Rafael Guerra Lund,"FC009, PI0812, PN1395, PN1433, PN1610, PN1627"
28027,,Arenhart RG,Rafael Guntzel Arenhart,PN0704
29180,,Storino RJ,RAFAEL JORDÃO STORINO,AO0031
22749,,Teixeira RJPB,Rafael José Pio Barbosa Teixeira,"PI0889, PN1003"
27429,,Zandoná RL,Rafael Lacerda Zandoná,"PN0084, PN0307, PN0315, PN0604"
29172,,Pacífico RLS,Rafael Lemos dos Santos Pacífico,PI0570
1626,,Consani RLX,Rafael Leonardo Xediek Consani,"AO0195, AO0201, PI0622, PI0720, PN0138, PN0196, PN0197, PN0208, PN0209, PN0225, PN0509, PN0847, PN0849, PN0859, PN1072, PN1159, PN1178, PN1839, PN1841, PN1855"
20286,,Osterne RLV,Rafael Lima Verde Osterne,PI0461
26083,,Marambaia RL,Rafael Lopes Marambaia,"PI0152, PI0287"
14878,,Maenosono RM,Rafael Massunari Maenosono,"PN0747, PN0799"
13386,,Silva RM,Rafael Menezes Silva,PI0718
16714,,Simas RM,Rafael Menezes Simas,PN0270
29185,,Teixeira RM,Rafael Monteiro Teixeira,PI0866
17613,,Nepomuceno R,Rafael Nepomuceno,"AO0033, PI0686, PN1467, PN1783"
24460,,Roizenblit RN,Rafael Nigri Roizenblit,PN0057
10618,,Stipp RN,Rafael Nobrega Stipp,"PI0047, PI0203, PI0660, PI0809, PN0374, PN1611, PN1670"
25470,,Lima RPE,RAFAEL PASCHOAL ESTEVES LIMA,PN1179
434,,Henriques RP,Rafael Pinelli Henriques,"PN1673, PN1678"
1304,,Vitti RP,Rafael Pino Vitti,PN0116
1954,,Moraes RR,Rafael Ratto de Moraes,"PN0812, PN1045, PN1051, PN1082, PN1136"
26514,,Miranda RR,Rafael Resende de Miranda,PN0800
15044,,Pacheco RR,Rafael Rocha Pacheco,PN0797
20375,,Lima RR,Rafael Rodrigues Lima,"AO0068, PI0094, PI0240, PI0360, PI0361, PI0384, PI0400, PI0575, PI0666, PI0676, PI0703, PI0837, PN0380, PN1112, PN1519, PN1567"
22036,,Peres RRH,RAFAEL RUDIMAR HOLLER PERES,PN1368
22046,,Almeida RS,Rafael Santiago de Almeida,PN1527
9065,,Sarkis-Onofre R,Rafael Sarkis-Onofre,PN0410
21463,,Cunali RS,Rafael Schlogel Cunali,PN0212
20557,,Louro RS,rafael seabra louro,PI0460
3563,,Faeda RS,RAFAEL SILVEIRA FAEDA,"PN1840, PN1842"
21790,,Gonçalves RS,Rafael Simões Gonçalves,"PN0491, PN0751"
26240,H2,Cunha RS,Rafael Soares da Cunha,PN1306
17867,,Gomes RS,Rafael Soares Gomes,"AO0196, PN0513, PN0841, PN1156"
27062,H2,Vieira RS,Rafael Soares Vieira,PN1844
10017,,Moretti-Neto RT,Rafael Tobias Moretti Neto,PN0204
1043,,Brum RT,Rafael Torres Brum,"PI0120, PI0433, PN0476"
28857,,Camargo RV,Rafael Verardino de Camargo,"PI0183, PI0485"
4177,,Ballester RY,Rafael Yagüe Ballester,PN1170
24079,,Mobile RZ,RAFAEL ZANCAN MOBILE,"AO0155, PI0783, PN0314"
26571,,Alavarce RAS,Rafaela Alves da Silva Alavarce,PN0863
15156,H1,Vasconcelos RA,RAFAELA ANDRADE DE VASCONCELOS,PI0767
28546,,Facioli RA,Rafaela Aparecida Facioli,"PN0828, PN1277"
21501,,Argento R,Rafaela Argento,PN1734
29347,,Mattana RC,Rafaela Caroline Mattana,PN1439
22143,,Chapola RC,Rafaela Casadei Chapola,PN0374
25147,,Canavezi RC,RAFAELA CRISTIANE CANAVEZI,PN0482
22884,,Matos R,Rafaela de Matos,"PI0390, PN1489"
22850,,Torres RO,RAFAELA DE OLIVEIRA TORRES,PI0746
26660,,Zancan RF,Rafaela Fernandes Zancan,"PI0487, PN1249, PN1572"
28791,,Lasta R,Rafaela Lasta,PI0722
29055,,Azevedo RL,Rafaela Lomeu Azevedo,"PI0175, PI0780"
28861,,Pascon R,Rafaela Pascon,PN0447
24840,,Martins RR,Rafaela Rodrigues Martins,PN0376
14372,,Moraes RS,Rafaela Scariot  de Moraes,"AO0131, PI0194, PN0320, PN0624, PN0934, PN0946"
27834,,Abrantes RS,Rafaela Simão Abrantes,PI0373
29282,,Rech RS,Rafaela Soares Rech,PN1668
24753,,Silva RVC,Rafaela Videira Clima da Silva,PN0893
11415,,Leite RB,Rafaella Bastos Leite,PN0570
27826,,Saab RC,Rafaella Caramori Saab,PI0261
26593,,Oliveira RCT,Rafaella Cristina Telles de Oliveira,"PI0402, PI0478"
25842,,Leão RS,Rafaella de Souza Leão,"PO022, PI0393, PI0706, PN1085, PN1511, PN1514"
24431,,Souza RMS,Rafaella Maria Silva de Souza,"PN0240, PN0573"
28067,,Bragança RMF,Rafaella Mariana Fontes de Bragança,PN0767
12390,,Oliveira RMC,Rafaella Monteiro Cid Oliveira,PN1543
24340,,Gomes RR,Rafaella Rodrigues Gomes,"PI0427, PI0887, PN1118"
21829,,Tonani R,Rafaella Tonani,"AO0183, PN0775"
29200,H2,Monteiro RV,Rafaella Viana monteiro,PI0797
27313,,Santos RRLQ,Ragindra Rachel Londero Quintino dos Santos,"AO0109, PN0243"
27667,H3,Silva RA,Rai de Almeida da Silva,PN1597
28664,,Santos RMC,Rai Matheus Carvalho Santos,"FC025, PI0516, PI0849"
29127,,Décio RTA,Raiana Tavares de Araújo Décio,PI0563
26388,,Chamon RC,Raiane Cardoso Chamon,PN1656
26769,,Souza RN,Raianne Nunes de Souza,PN0388
21258,,Coqueiro RS,Raildo Silva Coqueiro,"PI0101, PI0149, PI0453, PI0553, PI0602, PN1349, PN1696"
29289,,Menezes-Junior RA,Raimundo Aprigio de Menezes Junior,PN0739
266,,Prado-Junior RR,Raimundo Rosendo Prado Junior,"FC025, PI0849, PN0527, PN1231, PN1239"
21832,H1,Silva RB,Raíra de Brito Silva,PI0666
21549,,Vasconcelos RMP,Raira Maria Pires de Vasconcelos,"PI0289, PN1710"
22941,,Nogueira RCB,Raísa Castelo Bessa Nogueira,"PI0560, PI0572, PI0860, PN0843"
26354,,Falkine RZ,Raisa Zago Falkine,PN0218
22875,,Strapasson RAP,Raíssa Ananda Paim Strapasson,"PN0911, PN0920"
26608,,Andujas R,Raissa Andujas,"PO004, PI0294, PN1698"
10181,,Araujo RC,RAISSA COI DE ARAUJO,PN1136
26268,,Almeida RFP,Raíssa Ferreira Pinto Almeida,PE015
28958,,Bernardino RMP,Raissa Marielly Parente Bernardino,PI0849
21074,,Machado RMM,Raissa Micaella Marcello Machado,"AO0138, AO0149, AO0210"
22557,,Mendonça RP,Raíssa Pinheiro de Mendonça,PI0521
28235,,Ribeiro R,Raíssa Ribeiro,PI0790
26133,,Lage RH,Ramayana Heringer Lage,PE019
9746,,Lima RA,Ramille Araújo Lima,"PI0128, PN1320, PN1862"
25765,,Azevedo RA,Ramiro Anthero de Azevedo,PN0721
28475,,Willmersdorf RB,Ramiro Brito Willmersdorf,PN0010
24915,,Estacia-da-Silveira R,Ramiro Estacia-da-Silveira,PN0698
26319,,Garcez RHM,RAMIRO HELENO MESQUITA GARCEZ,PN1434
4318,,Murata RM,Ramiro Mendonça Murata,PN1787
21110,,Barcellos RR,Ramiro Rocha Barcellos,"PI0469, PI0789, PI0796"
23578,,Gonzaga RCQ,Ramon Corrêa de Queiroz Gonzaga,"PI0714, PI0883, PN1098, PN1474"
29080,,Costa RS,Ramon Soares da Costa,PN0326
18301,,Firmino RT,Ramon Targino Firmino,"PI0084, PN0649, PN0655"
16266,H3,Lima RL,RAMONIKE LOPES LIMA,"PI0443, PI0741"
29735,H1,Silva RL,Rangel Leal Silva,AO0100
13428,,Peixoto RF,RANIEL FERNANDES PEIXOTO,"PN0589, PN0831, PN0850"
27942,,Resende RF,Ranielle Fernandes Resende,"PN1613, PN1632"
26251,,Silva RC,RANNA CASTRO DA SILVA,PI0266
18570,,Pereira RMS,Raony Môlim de Sousa Pereira,PN1740
29486,,Dambroso RA,Raphael Alexandre Dambroso,PI0215
20341,,Matos RA,Raphael Alves Matos,PI0387
25048,,Costa RC,Raphael Cavalcante Costa,"PE013, PI0695, PI0700, PI0841"
23680,,Szawka RE,Raphael Escorsim Szawka,HA009
16350,,Araújo RFSB,Raphael Ferreira de Souza Bezerra Araújo,PN0603
155,,De-Souza RF,Raphael Freitas de-Souza,AO0135
24667,,Palczewski RH,raphael henrique palczewski,"PN0276, PN0598"
5066,,Hirata-Júnior R,Raphael Hirata Júnior,PN0681
27710,,Motta RJG,Raphael Jurca Gonçalves da Motta,"PN0571, PN1800"
24686,,Hamerschmitt RM,Raphael Meneghetti Hamerschmitt,"PN0143, PN0155"
4793,,Monte-Alto RV,Raphael Vieira Monte-Alto,PN1094
27877,,Freitas RAB,Raphaela Alvarenga Braga de Freitas,PI0243
20652,,Nascimento RBP,Raphaela Bernardo Pinto do Nascimento,"PE015, PN1495"
10405,,Medeiros RS,Raphaela de Souza Medeiros,PN1006
22544,,Postorivo R,RAPHAELLA POSTORIVO,"PN0922, PN1505"
7373,,Mesquita-Ferrari RA,Raquel Agnelli Mesquita-Ferrari,"PN0262, PN0575, PN0881"
29624,,Gonçalves RA,Raquel Alves Gonçalves,PN1652
3640,,Silva RAB,Raquel Assed Bezerra da Silva,PI0898
9958,,Carvalho RB,Raquel Baroni De Carvalho,PN0927
27960,,Vasconcelos RB,RAQUEL BASTOS VASCONCELOS,PI0461
29784,,Costa RCF,raquel campelo ferreira da costa,PN1706
2408,,Ferreira RC,Raquel Conceição Ferreira,"PI0243, PI0391, PI0401, PI0544, PN1133, PN1241, PN1351, PN1362, PN1378"
29718,,Barcelos RCS,raquel cristine silva barcelos,PN1435
14081,,Vieira-Andrade RG,Raquel Gonçalves Vieira-Andrade,PN0655
24415,,Barros RLD,RAQUEL LIMIA DUARTE DE BARROS,AO0047
2251,,Scarel-Caminaga RM,Raquel Mantuaneli Scarel-Caminaga,"AO0033, PI0324, PI0686, PI0688, PN1208, PN1467, PN1675, PN1783"
19037,,Lopes RM,Raquel Marianna Lopes,PN0794
28435,,Carvalho RN,Raquel Nogueira de Carvalho,PN0383
16678,,Antoniazzi RP,Raquel Pippi Antoniazzi,PN0877
28201,,Moreira RRD,Raquel Regina Duarte Moreira,PN0079
13238,,Terada RSS,Raquel Sano Suga Terada,"PO018, PI0089, PN0264, PN0653, PN1637"
28099,H1,Oliveira RS,raquel santos de oliveira,PI0017
17310,,Rodrigues RV,Raquel Viana Rodrigues,PI0417
28712,,Lobato RV,Raquel Vieira Lobato,"PN1181, PN1296"
25121,,Castro RWQ,Raquel Werczler Queiroz de Castro,PN1766
1775,,Viapiana R,Raqueli Viapiana,PN0358
17439,,Carrodeguas RG,Raúl García Carrodeguas,PN1762
11876,,Sousa RV,Raulison Vieira de Sousa,"PN0305, PN1055"
21097,,Mendes RV,Raurício Vital Mendes,"PI0158, PI0454, PI0755"
3434,,Sfalcin RA,Ravana Angelini Sfalcin,PN0817
10270,,Sousa RP,Rawielle Pascoal de Sousa,PI0439
27911,,Rosa RRM,Raydsa Raíssa Moura Rosa,PI0278
11321,,Zanatta RF,Rayssa Ferreira Zanatta,"PI0409, PI0429, PN0737, PN0800, PN1301, COL014"
29777,,Silva RNL,Rayssa Nogueira Lamego da Silva,PN1092
28936,,Campos RR,rayza rodrigues campos,PI0631
22329,,Marinho RBV,Rebeca Bastos Vasconcelos Marinho,PO003
26074,,Santos RCB,Rebeca Cavalcante Britto Santos,PN1666
27412,,Souza RCV,REBECA CECILIA VIEIRA DE SOUZA,PN1163
20348,,Menezes RF,Rebeca Ferraz de Menezes,"PI0337, PI0411, PI0486, PI0804, PN1547"
27596,,Costa RH,Rebeca Helena Costa,PI0688
27990,,Morais RKA,REBECA KAREN ALMEIDA DE MORAIS,"PI0309, PI0752"
27624,,Domingues RM,Rebeca Mara Domingues,"PI0424, PI0576"
29884,,Montanini R,Rebeca Montanini,PN1718
22378,,Coelho RC,REBECCA CARVALHO COELHO,PI0202
27638,,Fonte RF,Rebecca Feitosa da Fonte,PI0770
396,,Segundo RMH,Regênio Mahfuz Herbstrith Segundo,PN1053
25128,,Silva REF,Reges Eduardo Ferreira Silva,"PI0237, PI0848, PI0857"
27776,H1,Silva RA,Regiane Almeida da Silva,PI0905
3696,,Poli-Frederico RC,Regina Célia Poli-Frederico,"AO0009, PI0256, PN0086, PN0578, PN1383, PN1651"
29822,,Tavares RNM,Regina de Nazaré Marreiros Tavares,AO0049
7296,,Barroso RFF,Regina Fátima Feio Barroso,PN1801
14139,,Mendes RF,Regina Ferraz Mendes,"FC025, PI0516, PI0849, PN0527, PN1231, PN1239"
15048,,Rocha RFV,Regina Furbino Villefort Rocha,"AO0137, AO0168, PN1141"
3390,,Palma-Dibb RG,Regina Guenka Palma-Dibb,"FC016, PI0731, PN0350, PN0736, PN0747, PN0767, PN0799, PN0819, PN0820, PN0850, PN1140, PN1173, PN1246, PN1577, PN1613, PN1632"
3141,,Puppin-Rontani RM,Regina M Puppin-Rontani,"PI0417, PI0890, PN0114, PN0116, PN0186, PN0190, PN0192, PN0420, PN0435, PN0450, PN0459, PN0461, PN0651, PN0752, PN1653, PN1658, PN1670, PN1671, PN1688, PN1689, PN1691, PN1699, PN1702, PN1709, PN1715"
21765,,Marcos RMH,Regina Maria H.C. Marcos,PN0135
28409,,Asmar RMC,Regina Mota de Carvalho Asmar,PN0714
5638,,Tamaki R,Regina Tamaki,"PO022, PN1170"
15840,,Melo RAC,Régis Alexandre da Cunha Melo,"AO0200, AO0204, AO0209, AO0211, PI0319"
29262,,Valentim RS,Regis de Souza Valentim,PI0414
22882,,Brachtvogel RJ,Regis Jhonatan Brachtvogel,PN0508
29803,,Sartori R,RÉGIS SARTORI,PI0585
28942,,Abdala-Júnior R,Reinaldo Abdala Júnior,"PN0554, PN0577"
1382,,Dias RB,Reinaldo Brito e Dias,"PI0016, PI0201, PI0245, PN0219, PN0512, PN0514, PN0846"
24184,,Silva-Neto RD,REINALDO DIAS DA SILVA NETO,"PN0736, PN0819"
4775,,Carvalho RA,Rejane Andrade de Carvalho,"AO0064, PN1598"
20703,,Nascimento RCC,REJANE CRISTINA DA CRUZ NASCIMENTO,"PI0354, PI0788"
19578,,Pedro REL,Rejane Eliete Luz Pedro,AO0041
8536,,Ribeiro-Rotta RF,Rejane Faria Ribeiro-Rotta,"AO0054, AO0127, AO0142, PN1143, PN1155"
27832,,Dórea RNC,rejane nazaré cunha dórea,PN0609
29651,,Otoni RP,Rejane Pereira Otoni,PI0301
29270,,Alves RN,REJINA NATALIA ALVES,PN0185
17393,,Valdez RMA,Remberto Marcelo Argandoña Valdez,PI0448
17102,,Wanderley-e-Lima RB,Renally Bezerra Wanderley-e-Lima,AO0184
16042,,Fernandes RA,Renan Aparecido Fernandes,"FC017, PN0072, PN1323, COL004"
16968,,Silveira RCR,Renan Carlos de Ré Silveira,"PN0184, PN0487"
29636,,Espírito-Santo RF,Renan Fernandes do Espírito-Santo,"PN0942, PN0949"
10312,,Devita RL,Renan Lana Devita,PN0659
18177,,Mello RP,Renan Pollettini de Mello,PI0815
28133,,Silva RNC,Renara Natália Cerqueira Silva,"PI0434, PI0740, PI0889"
2927,,Simão RA,Renata Antoun Simão,"PI0258, PI0584, PI0640, PI0768, PN0051, PN0057, PN0339, PN0378, PN0466, PN1090"
1567,,Esteves RA,Renata Antunes Esteves,"PN0761, PN0807, PN1114, PN1120"
28865,,Martins RARC,Renata Asfor Rocha Carvalho Martins,PN1716
19653,,Lages RB,renata bandeira lages,"PN1165, PN1361"
7273,,Oliveira RBS,Renata Biella de Salles Oliveira,PI0906
16118,H1,Rodrigues RB,Renata Borges Rodrigues,"PI0126, PN1059, PN1095"
25376,,Feres RCL,Renata Calixto Lopes Feres,"PN0706, PN0716"
22180,,Passador RCP,Renata Caroline Polato Passador,PN1300
785,,Cimões R,Renata Cimões,"PN0018, PN0305, PN1192"
6330,,Pascotto RC,Renata Corrêa Pascotto,"PO018, PN0134, PN0427, PN0653, PN0786, PN1081, PN1637"
18017,,Morais RC,Renata Costa de Morais,"PN0171, PN0843"
14451,,Rodrigues RCV,Renata Costa Val Rodrigues,"PN0335, PN1265"
12096,,Castro RCFR,Renata Cristina Faria Ribeiro de Castro,"PI0301, PI0605, PN0685, PN0953, PN0979, PN0995, PN1040, PN1365, PN1370, PN1400, PN1666, PN1714"
1387,,Rodrigues RCS,Renata Cristina Silveira Rodrigues,"PI0255, PN0284, PN0529, PN0600, PN0601, PN1528, PN1847"
28378,,Soares RC,Renata Cristina Soares,PI0143
28338,,França RCS,Renata Cristina Sobreira França,PN1661
1316,,Garcia RCMR,Renata Cunha Matheus Rodrigues Garcia,"AO0046, AO0052, AO0194, AO0206, PN0280, PN0382"
25495,,Czech R,Renata Czech,PI0276
28082,,Oliveira RDB,Renata Dantas Barreto de Oliveira,PI0573
24484,,Almeida RAC,Renata de Albuquerque Cavalcanti Almeida,PN0015
13887,,Rocha RACP,Renata de Andrade Cardoso Pinto Rocha,"PI0540, PI0552, PI0854, PN1794"
19953,,Foureaux RC,Renata de Carvalho Foureaux,"AO0034, PN0382, PN1296"
21497,,Camacho RCG,Renata de Cássia Gomes Camacho,"PN1184, PN1486"
4580,,Martins RC,Renata De Castro Martins,"PN1234, PN1499"
2361,,Guaré RO,Renata De Oliveira Guaré,"PN0080, PN0401, PN0699, PN0715, PN1001, PN1015"
11010,,Mattos-Graner RO,Renata de Oliveira Mattos-Graner,"PI0047, PI0203, PI0660, PI0809, PN1611"
29244,,Alves RS,Renata de Sousa Alves,PI0053
2303,,Soares RSC,Renata de Souza Coelho Soares,PN1794
29284,,Escobar RS,Renata de Souza Escobar,"PI0090, PN1668"
24626,,Moura RV,RENATA DE VASCONCELLOS MOURA,"PI0470, PN0224, PN0779, PN0836"
4674,,Crespi RD,Renata Debona Crespi,"PI0597, PN1009"
8516,,Morgental RD,Renata Dornelles Morgental,PN1264
28104,,Cordeiro RS,Renata dos Santos Cordeiro,PN1205
28745,,Araujo RF,Renata Façanha de Araujo,"PN0958, PN1239"
6835,,Faria R,Renata Faria,PI0634
26005,,Paes RFC,Renata Fernanda de Carvalho Paes,PI0819
12505,,Lacerda RFS,Renata Fernandes de Souza Lacerda,PN1072
18637,,Leitão RFC,Renata Ferreira de Carvalho Leitão,PI0072
22537,,Prado RF,Renata França Prado,PN1646
28617,H1,Moura-Neto G,Renata Furquim Moura Monteiro,PN0989
1581,,Fonseca RG,Renata Garcia Fonseca,"AO0189, PI0115, PN0541, PN0866, PN1135"
27959,,Santos RG,Renata Gomes dos Santos,PI0496
12307,,Resende RG,Renata Gonçalves Resende,PI0682
25236,,Gorjão R,RENATA GORJÃO,"PN0699, PN0715"
17167,,Castro RG,Renata Goulart Castro,"PI0250, PN0245, PN0924"
29856,,Cunha RG,Renata Gualberto da Cunha,PN1440
14553,,Werneck RI,Renata Iani Werneck,PN1637
28866,,Hasegawa RJ,Renata Jung Hasegawa,PI0687
25872,H1,Lima RL,Renata Lopes Lima,PI0041
14291,,Marangon RM,Renata Machado Marangon,"PN0720, PN0961, PN1411"
12594,,Cyrino RM,Renata Magalhães Cyrino,"HA022, PN0885, PN1179"
23813,,Silva RMO,Renata Maria de Oliveira Silva,PI0437
26073,,Terra RMO,Renata Maria Oleniki Terra,PI0406
16990,,Duarte RMT,Renata Maria Teixeira Duarte,PN1262
2422,,Melo RM,Renata Marques de Melo,"AO0137, AO0168, AO0182, AO0193, PN0108, PN0590, PN0734, PN0785, PN0790, PN0815, PN1091, PN1100, PN1141"
12473,,Moraes RM,Renata Mendonça Moraes,"PN1780, PN1796"
11954,,Dantas RMX,Renata Moura Xavier Dantas,PN1152
24727,,Barbosa RN,RENATA NOGUEIRA BARBOSA,PN1102
174,,Barros RN,Renata Nunes Barros,PN0865
9236,,Samuel RO,Renata Oliveira Samuel,"AO0037, AO0059, PI0030"
224,,Guimarães RP,Renata Pedrosa Guimarães,"PI0122, PN1068, PN1117, PN1134"
28979,,Marques RPS,RENATA PEREIRA DE SAMUEL MARQUES,PN1366
28880,,Macedo RPVS,RENATA PEREZ VIANNA SILVA MACEDO,AO0062
1154,,Jóias RP,Renata Pilli Jóias,"PI0314, PI0905, PN0112"
14596,,Bueno RPR,Renata Plá Rizzolo Bueno,PN0488
21804,,Oliveira RRDS,Renata Ramos Dias Silva de Oliveira,PN1191
6740,,Jorge RR,Renata Rocha Jorge,PN1505
13297,,Almeida-Pedrin RR,Renata Rodrigues de Almeida-Pedrin,"PI0759, PN0642, PN0643, PN0664, PN0673, PN0989"
15799,,Sathler R,Renata Sathler,PI0910
28723,,Sarlo RS,Renata Silva Sarlo,PI0272
18562,,Bastos RTRM,RENATA TRAVASSOS DA ROSA MOREIRA BASTOS,PN0722
25051,H1,Monteiro RV,Renata Vasconcelos Monteiro,PN0468
26795,,Miranda RD,Renatha Duarte Miranda,PI0544
2040,,Prates RA,Renato Araújo Prates,PN1322
21376,,Machado RA,Renato Assis Machado,"FC018, PN0270, PN1436"
10134,,Rédua RB,Renato Barcellos Rédua,"AO0003, PN1692"
12004,,Bigliazzi R,Renato Bigliazzi,PN0667
11112,,Cilli R,RENATO CILLI,PN0499
672,,Casarin RCV,Renato Corrêa Viana Casarin,"AO0027, AO0030, AO0088, PI0224, PI0233, PI0382, PN0325, PN0458, PN0893, PN0897, PN0898, PN1184, PN1194, PN1202, PN1206, PN1483, PN1486, PN1522, PN1797, PN1798"
29731,,Paulos RS,Renato da Silva Paulos,PN1686
10615,,Leonardo RT,Renato de Toledo Leonardo,PI0792
28481,,Baba RE,Renato Eidi Baba,PN0563
5643,,Sundfeld RH,Renato Herman Sundfeld,"PI0265, PN0176, PN1086, PN1125"
12290,,Marchi RJ,Renato José De Marchi,"AO0036, PN1807"
12789,,Krebs RL,RENATO LIESS KREBS,"PI0189, PI0800"
20283,,Nogueira RLM,Renato Luiz Maia Nogueira,"PI0461, PN0570"
29480,,Siqueira RL,Renato Luiz Siqueira,"AO0104, AO0170"
10169,,Palo RM,RENATO MIOTTO PALO,"PN0048, PN1260"
2516,,Jóias RM,Renato Morales Jóias,PI0905
5198,,Arcieri RM,Renato Moreira Arcieri,"PN1509, PN1517"
1659,,Martins RP,Renato Parsekian Martins,AO0017
173,H1,Pereira RP,renato piai pereira,PN0515
12708,,Almeida RR,Renato Rodrigues de Almeida,"PI0150, PI0759, PN0713, PN1008, PN1334, PN1704"
28850,,Roperto R,Renato Roperto,PN1246
11358,,Fajardo RS,Renato Salviato Fajardo,PI0092
5433,,Nishioka RS,Renato Sussumu Nishioka,"AO0139, PI0022, PI0470, PI0781, PN0279, PN0303, PN1838"
27305,,Tiosso-Tamburi R,Renato Tiosso-Tamburi,PN1477
23975,,Yaedú RYF,Renato Yassutaka Faria Yaedú,PN0956
24577,,Ortiz-Junior RPGR,Rene Porfirio Gonzales Reyes Ortiz Junior,"PI0208, PI0769"
6839,,Grehs RA,Renésio Armindo Grehs,"PN0691, PN0696"
16732,,Lima RF,Rennaly de Freitas Lima,"PI0506, PN1295, PN1318, PN1607"
28855,,Santos RLO,Rennan Luiz Oliveira dos Santos,"PI0245, PN0512, PN0846"
228,,Almeida RCC,Rhita Cristina Cunha Almeida,PN1410
7326,H1,Silva RF,Rhonan Ferreira da Silva,"PN0098, PN0928"
24816,,Senko RAG,Ricardo Alexandre Galdioli Senko,PN1418
2929,,Mesquita RA,RICARDO ALVES DE MESQUITA,PN0569
1034,,Souza RA,Ricardo Alves de Souza,PN1696
23148,,Santos RA,ricardo alves dos santos,"PN0453, PN0746, PN0756, PN1055, PN1066"
21140,,Toscano RA,Ricardo Alves Toscano,PN0620
9470,,Amore R,RICARDO AMORE,"AO0169, AO0187, PI0111"
19633,,Caldas RA,Ricardo Armini Caldas,"PI0720, PN0225, PN0859, PN1159"
28998,,Arraes RAC,Ricardo Augusto Cavalcante Arraes,PI0866
21930,,Noschang RAT,Ricardo Augusto Tomaz Noschang,PN0400
28955,,Battaglino R,Ricardo Battaglino,HA001
28197,,Bressan R,Ricardo Bressan,PN0158
2114,,Borra RC,Ricardo Carneiro Borra,"PN0871, PN1456"
22416,,Garcez RC,Ricardo Castilho Garcez,"PN0004, PN0006"
8001,,Moresca RC,Ricardo Cesar Moresca,"PI0757, PN0674, PN0703, PN0706, PN0716"
1863,,Guiraldo RD,Ricardo Danil Guiraldo,"PI0256, PN0508, PN0793, PN0835, PN0839, PN1060, PN1071, PN1270, PN1533"
12490,,Navarro RL,RICARDO DE LIMA NAVARRO,"AO0009, PN0220, PN0557, PN1008"
385,H1,Vieira RS,Ricardo de Sousa Vieira,PN0769
10684,,Magini RS,Ricardo de Souza Magini,"AO0130, PI0323, PI0326, PI0479, PN0299, PN0612, PN0890, PN1157, PN1484, PN1534, PN1843, PN1857, PN1867"
27179,,Antonio-de-Souza RD,Ricardo Dell Antonio-de-Souza,"PI0164, PI0471, PN1161"
1953,,Coletta R,Ricardo Della Coletta,"FC018, PI0364, PI0672, PN0260, PN0270, PN1430, PN1436, PN1735, PN1764"
393,,Castro RD,Ricardo Dias de Castro,"PI0112, PI0573, PI0808, PN0071, PN0501, PN0743, PN0980, PN1298, PN1612, PN1616, PN1661"
12737,,Costa RSA,Ricardo dos Santos Araújo Costa,FC024
680,,Ribeiro RF,Ricardo Faria Ribeiro,"AO0214, PI0105, PI0170, PI0255, PN0284, PN0443, PN0521, PN0523, PN0529, PN0600, PN0601, PN1528, PN1847"
5903,,Fischer RG,Ricardo Guimarães Fischer,"PN1196, PN1470"
22907,,Neves RG,Ricardo Guimarães Neves,PN0163
1530,,Silva RHA,Ricardo Henrique Alves da Silva,AO0183
29435,,Correia RJC,Ricardo João Cruz Correia,PN1768
28286,,Souza RLF,Ricardo Liberalino Ferreira de Souza,"PI0549, PI0586"
452,,Shintcovsk RL,Ricardo Lima Shintcovsk,"PI0142, PN0665"
27573,,Louro R,Ricardo Louro,PN0293
